Title,Price,Link,Image Link
Apple iPhone 13 - 128 GB - Black (Unlocked),$374.99,https://www.ebay.com/itm/116288365210,https://i.ebayimg.com/images/g/h2AAAOSwRN5mupAA/s-l140.jpg
Apple iPhone 13 A2482 128GB Unlocked Fair Condition Clean IMEI,$280.00,https://www.ebay.com/itm/335531079228,https://i.ebayimg.com/images/g/zZoAAOSwxjVmvQrj/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2631 (Unlocked) - Midnight,$355.00,https://www.ebay.com/itm/387295737306,https://i.ebayimg.com/images/g/nfkAAOSwjF1mvM4T/s-l140.jpg
Apple iPhone 13 - 128 GB - White Unlocked,$330.00,https://www.ebay.com/itm/286007705626,https://i.ebayimg.com/images/g/1oEAAOSwIElms9~m/s-l140.jpg
Apple iPhone 13 - 128 GB - Red (Unlocked),$390.00,https://www.ebay.com/itm/315656026413,https://i.ebayimg.com/images/g/IAMAAOSwAtxmuV9z/s-l140.jpg
Apple iPhone 13 - 128 GB - Black (Unlocked),$265.00,https://www.ebay.com/itm/286010130502,https://i.ebayimg.com/images/g/SGsAAOSwuc9mu~Zq/s-l140.jpg
Apple iPhone 13 - 128 GB - Black (Unlocked) - RTOM-012,$360.00,https://www.ebay.com/itm/355956523829,https://i.ebayimg.com/images/g/xd8AAOSwteFmvbc~/s-l140.jpg
Apple iPhone 13 | 128GB | Black | Unlocked - RTOM-001,$355.00,https://www.ebay.com/itm/355952166412,https://i.ebayimg.com/images/g/y84AAOSwZm5mu-5K/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked) MLAE3LL/A,$365.00,https://www.ebay.com/itm/405174090473,https://i.ebayimg.com/images/g/ps0AAOSwFddmv7Tr/s-l140.jpg
Apple iPhone 13 - 128 GB - Red (Unlocked),$300.00,https://www.ebay.com/itm/355966113367,https://i.ebayimg.com/images/g/DPAAAOSwuw5mwB1M/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$325.00,https://www.ebay.com/itm/405174401234,https://i.ebayimg.com/images/g/oHkAAOSwit1mwWQS/s-l140.jpg
Apple iPhone 13 - 128GB - Green (Unlocked) A2482 (CDMA+GSM) 100%🔋,$389.99,https://www.ebay.com/itm/166924020399,https://i.ebayimg.com/images/g/BakAAOSwkYRmvHnv/s-l140.jpg
"iPhone 13 128GB Pink - unlocked, boxed, great condition!",$355.08,https://www.ebay.com/itm/226288445042,https://i.ebayimg.com/images/g/dMwAAOSw2vlmpqoP/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$325.00,https://www.ebay.com/itm/387298661354,https://i.ebayimg.com/images/g/aA0AAOSw7c9mvtyj/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Red,$350.00,https://www.ebay.com/itm/365063963805,https://i.ebayimg.com/images/g/20YAAOSwwm9mu3Lj/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$306.03,https://www.ebay.com/itm/387292583184,https://i.ebayimg.com/images/g/nvEAAOSwwy1mu3KP/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$331.00,https://www.ebay.com/itm/365063957236,https://i.ebayimg.com/images/g/FZ8AAOSwRN5mu3Id/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$350.00,https://www.ebay.com/itm/387292568931,https://i.ebayimg.com/images/g/nYsAAOSw0SVmu3Ef/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$371.00,https://www.ebay.com/itm/387298638777,https://i.ebayimg.com/images/g/yh0AAOSwSBRmvhLN/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$355.00,https://www.ebay.com/itm/365063947124,https://i.ebayimg.com/images/g/zzgAAOSwEo9mu3BB/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$366.00,https://www.ebay.com/itm/365063935662,https://i.ebayimg.com/images/g/GiAAAOSwFcJmu26Q/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$300.00,https://www.ebay.com/itm/405163914597,https://i.ebayimg.com/images/g/ZqgAAOSw649mu26Z/s-l140.jpg
Apple iPhone 13 - 128GB - Pink (Three),$288.26,https://www.ebay.com/itm/326236289311,https://i.ebayimg.com/images/g/2p4AAOSwtchmwKoi/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$352.00,https://www.ebay.com/itm/365063907722,https://i.ebayimg.com/images/g/7SYAAOSwQ89mu2wK/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$330.00,https://www.ebay.com/itm/405163873882,https://i.ebayimg.com/images/g/RgUAAOSwrgZmu2o-/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Pink,$345.00,https://www.ebay.com/itm/365063894569,https://i.ebayimg.com/images/g/OiUAAOSwRVRmu2oK/s-l140.jpg
Apple iPhone 13 - 128GB - Blue (EE) Box Included. Excellent Condition.,$340.67,https://www.ebay.com/itm/266945141649,https://i.ebayimg.com/images/g/QkEAAOSw4T9muLZi/s-l140.jpg
Apple iPhone 13 - 128 GB - Red (Unlocked),$320.00,https://www.ebay.com/itm/355962089189,https://i.ebayimg.com/images/g/DPAAAOSwuw5mwB1M/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked) MLAE3LL/A,$350.00,https://www.ebay.com/itm/126629405588,https://i.ebayimg.com/images/g/ps0AAOSwFddmv7Tr/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked) (Single SIM),$316.00,https://www.ebay.com/itm/156348870544,https://i.ebayimg.com/images/g/uxIAAOSwOmhmU81x/s-l140.jpg
Apple iPhone 13 - 128GB - Green (Unlocked),$302.67,https://www.ebay.com/itm/186628285625,https://i.ebayimg.com/images/g/Qd8AAOSwJH9muiFH/s-l140.jpg
Apple iPhone 13 - 128 GB - Black (Unlocked),$371.00,https://www.ebay.com/itm/335528020675,https://i.ebayimg.com/images/g/9DkAAOSwvJdmujFn/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Blue,$330.00,https://www.ebay.com/itm/387289350495,https://i.ebayimg.com/images/g/QTAAAOSwETdmuhov/s-l140.jpg
Apple iPhone 13 256GB Smartphone A2482 (Unlocked) - Blue,$340.50,https://www.ebay.com/itm/405161766300,https://i.ebayimg.com/images/g/YhkAAOSwOsFmuhmn/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Red,$358.00,https://www.ebay.com/itm/365062085728,https://i.ebayimg.com/images/g/qa0AAOSwz99muhkd/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Red,$345.00,https://www.ebay.com/itm/387289335496,https://i.ebayimg.com/images/g/BZoAAOSwnLBmuhiA/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Red,$285.00,https://www.ebay.com/itm/387289300771,https://i.ebayimg.com/images/g/PiIAAOSweB1muhXd/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Red,$311.00,https://www.ebay.com/itm/387289273675,https://i.ebayimg.com/images/g/VWkAAOSwAtxmuhK1/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Red,$345.00,https://www.ebay.com/itm/387289268945,https://i.ebayimg.com/images/g/ICoAAOSw5AlmuhG5/s-l140.jpg
Apple iPhone 13 - 128GB - Midnight - Excellent Condition,$389.61,https://www.ebay.com/itm/135196073041,https://i.ebayimg.com/images/g/An0AAOSwKLBmt0tt/s-l140.jpg
iPhone 13,$279.20,https://www.ebay.com/itm/395587479755,https://i.ebayimg.com/images/g/6eIAAOSwH8hmt1WV/s-l140.jpg
Apple iPhone 13 - 128 GB - Midnight (Unlocked),$350.00,https://www.ebay.com/itm/355962116241,https://i.ebayimg.com/images/g/qSQAAOSwX2VmwCEN/s-l140.jpg
Apple iPhone 13 - Midnight - 128GB - (Unlocked) - *WORKS GREAT*,$375.00,https://www.ebay.com/itm/335524568495,https://i.ebayimg.com/images/g/8lwAAOSwPDZmtrOo/s-l140.jpg
"Apple IPhone 13 6.06"" A2482 (Midnight) 128 GB Used Great Condition",$309.99,https://www.ebay.com/itm/166922146492,https://i.ebayimg.com/images/g/58EAAOSwXpdmv1eI/s-l140.jpg
Apple iPhone 13 - 256GB - midnight blue- Very Good Condition,$375.00,https://www.ebay.com/itm/145945995241,https://i.ebayimg.com/images/g/pYEAAOSwVmpmuTZ1/s-l140.jpg
Apple iPhone 13 - 128GB - Pink (Unlocked) See Description and Photos,$327.56,https://www.ebay.com/itm/196555020459,https://i.ebayimg.com/images/g/joYAAOSw5SNmuK3h/s-l140.jpg
Apple iPhone 13 - 128GB - Starlight (Unlocked) *Smashed*,$275.15,https://www.ebay.com/itm/296621544328,https://i.ebayimg.com/images/g/89IAAOSwwhZmrKYm/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$305.00,https://www.ebay.com/itm/315647441712,https://i.ebayimg.com/images/g/tSgAAOSwGVlmpVt3/s-l140.jpg
Apple iPhone 13 - 128 GB - Pink (Unlocked),$390.00,https://www.ebay.com/itm/186620967773,https://i.ebayimg.com/images/g/nu0AAOSwfDtmtS-h/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$314.00,https://www.ebay.com/itm/405147743172,https://i.ebayimg.com/images/g/sB4AAOSwVlxmsXlv/s-l140.jpg
Apple iPhone 13 - 128 GB - Pink (Unlocked),$400.00,https://www.ebay.com/itm/256604720096,https://i.ebayimg.com/images/g/NmwAAOSwbdlmvgef/s-l140.jpg
"iPhone 13, 256gb",$346.00,https://www.ebay.com/itm/226283796191,https://i.ebayimg.com/images/g/yq0AAOSweoNmtSaY/s-l140.jpg
iPhone 13 - 128GB - Midnight - Unlocked - Great Condition,$379.97,https://www.ebay.com/itm/126616118866,https://i.ebayimg.com/images/g/qPoAAOSw2mFmtSD9/s-l140.jpg
Apple iPhone 13 - 128GB - Pink (Unlocked),$386.52,https://www.ebay.com/itm/116283491303,https://i.ebayimg.com/images/g/Z0cAAOSwRHJmtOag/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$238.50,https://www.ebay.com/itm/315663300841,https://i.ebayimg.com/images/g/gicAAOSwvFRmur~n/s-l140.jpg
NEAR PERFECT CONDITION Apple iPhone 13 - 128 GB - Pink (UNLOCKED) + Box,$365.00,https://www.ebay.com/itm/405152177285,https://i.ebayimg.com/images/g/T4MAAOSwkYtmtBxe/s-l140.jpg
Apple iPhone 13 - 128 GB - Pink (Unlocked),$323.00,https://www.ebay.com/itm/405156079385,https://i.ebayimg.com/images/g/qSUAAOSwqJNmtpnc/s-l140.jpg
Apple iPhone 13 Sprint T Mobil Black unlocked 128 GB,$317.00,https://www.ebay.com/itm/116282518631,https://i.ebayimg.com/images/g/3OYAAOSwdihms4UM/s-l140.jpg
Pre-Owned Apple iPhone 13 128GB Unlocked - Blue,$370.00,https://www.ebay.com/itm/395594115408,https://i.ebayimg.com/images/g/5P4AAOSw6e1mtB56/s-l140.jpg
Apple iPhone 13 - 128GB - Pink (Unlocked) cracked front and back. Working.,$262.05,https://www.ebay.com/itm/156343217389,https://i.ebayimg.com/images/g/K5IAAOSw4QBms5l8/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$355.00,https://www.ebay.com/itm/387280219149,https://i.ebayimg.com/images/g/ZqUAAOSwWg1mti7M/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$345.00,https://www.ebay.com/itm/405155454254,https://i.ebayimg.com/images/g/3iUAAOSw201mti4C/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$305.00,https://www.ebay.com/itm/365057002737,https://i.ebayimg.com/images/g/l1cAAOSwVlxmtigJ/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$315.00,https://www.ebay.com/itm/387280099296,https://i.ebayimg.com/images/g/d2wAAOSwDgZmtiFz/s-l140.jpg
Apple iPhone 13 | 128GB | Black | Unlocked,$331.00,https://www.ebay.com/itm/204939062866,https://i.ebayimg.com/images/g/HzsAAOSw9qFmu12Q/s-l140.jpg
Apple iPhone 13 - 128GB Unlocked Black,$338.00,https://www.ebay.com/itm/235695478873,https://i.ebayimg.com/images/g/xNsAAOSw~EVmu4YL/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$243.50,https://www.ebay.com/itm/315659598170,https://i.ebayimg.com/images/g/gicAAOSwvFRmur~n/s-l140.jpg
Apple iPhone 13 - 128 GB - Black (Unlocked),$331.00,https://www.ebay.com/itm/365052647736,https://i.ebayimg.com/images/g/1bsAAOSweyhmstSY/s-l140.jpg
Apple iPhone 13 - 128 GB -  (Unlocked) Excellent Condition,$400.00,https://www.ebay.com/itm/256601276510,https://i.ebayimg.com/images/g/Gi0AAOSw7Lxmugmr/s-l140.jpg
Apple iPhone 13 128GB Unlocked Smartphone ,$298.00,https://www.ebay.com/itm/186616834639,https://i.ebayimg.com/images/g/YRYAAOSwZb9mssKQ/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$345.00,https://www.ebay.com/itm/145950067146,https://i.ebayimg.com/images/g/XpUAAOSwg01mu79x/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked) (CA),$301.50,https://www.ebay.com/itm/375581476159,https://i.ebayimg.com/images/g/q-IAAOSwuVJmmXWS/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked) Great Condition!!,$360.00,https://www.ebay.com/itm/296616122523,https://i.ebayimg.com/images/g/ljAAAOSw8NhmsoBY/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$370.00,https://www.ebay.com/itm/365055227839,https://i.ebayimg.com/images/g/8OEAAOSwSOhmtOea/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$380.00,https://www.ebay.com/itm/365055225171,https://i.ebayimg.com/images/g/GuIAAOSwI4NmtOcw/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$355.00,https://www.ebay.com/itm/387276651346,https://i.ebayimg.com/images/g/qzsAAOSwqvtmtOam/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$350.00,https://www.ebay.com/itm/387276635122,https://i.ebayimg.com/images/g/7LwAAOSwDWBmtOWg/s-l140.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$330.00,https://www.ebay.com/itm/405153466779,https://i.ebayimg.com/images/g/l1YAAOSwc29mtOYu/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$300.00,https://www.ebay.com/itm/285997340480,https://i.ebayimg.com/images/g/lMsAAOSwJwBmsbLs/s-l140.jpg
Apple iPhone 13 - 128GB - Midnight (Unlocked),$327.56,https://www.ebay.com/itm/204932216699,https://i.ebayimg.com/images/g/v4EAAOSwvJdmtnpy/s-l140.jpg
Apple iPhone 13 - Midnight - 128GB - (Unlocked) - *WORKS GREAT*,$395.00,https://www.ebay.com/itm/335519079376,https://i.ebayimg.com/images/g/IJ8AAOSwDm9msa6s/s-l140.jpg
Apple iPhone 13 - 128 GB - Black (Unlocked),$370.00,https://www.ebay.com/itm/135181203299,https://i.ebayimg.com/images/g/o6oAAOSwHXFmsZdW/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked) No Reserve - *See Photos*,$255.00,https://www.ebay.com/itm/326227808841,https://i.ebayimg.com/images/g/ovUAAOSwBERms91x/s-l140.jpg
Apple iPhone 13 - 128GB - Midnight (Unlocked),$386.52,https://www.ebay.com/itm/126620853043,https://i.ebayimg.com/images/g/79MAAOSwZ8lmuSjG/s-l140.jpg
Apple iPhone 13 - 128 GB - Black (Unlocked),$355.00,https://www.ebay.com/itm/135186287617,https://i.ebayimg.com/images/g/3KkAAOSwVrxmtkc2/s-l140.jpg
Apple iPhone 13 - 128GB -  Blue (Unlocked) -,$327.55,https://www.ebay.com/itm/135189050710,https://i.ebayimg.com/images/g/s4IAAOSwl-FmuRe4/s-l140.jpg
Apple iPhone 13 - 128 GB - RED Unlocked),$355.00,https://www.ebay.com/itm/387265203141,https://i.ebayimg.com/images/g/F0QAAOSwBLFmsA19/s-l140.jpg
Apple iPhone 13 - 128GB -  Blue (Unlocked) -,$327.55,https://www.ebay.com/itm/135189006757,https://i.ebayimg.com/images/g/s4IAAOSwl-FmuRe4/s-l500.jpg
Apple iPhone 13 128GB Smartphone A2482 (Unlocked) - Starlight,$327.00,https://www.ebay.com/itm/387270797304,https://i.ebayimg.com/images/g/QYgAAOSwytRmsm0z/s-l140.jpg
Apple iPhone 13- Starlight -128gb unlocked PHONE,$268.60,https://www.ebay.com/itm/186624160052,https://i.ebayimg.com/images/g/SoAAAOSwDChmtkuw/s-l140.jpg
Apple iPhone 13 - 128 GB - Black (Unlocked) Dual SIM (SIM + eSIM),$306.00,https://www.ebay.com/itm/387283041962,https://i.ebayimg.com/images/g/UxIAAOSwDmxmt2yw/s-l140.jpg
Apple iPhone 13 UNLOCKED - 128 GB - Blue - 90% BH,$325.00,https://www.ebay.com/itm/305709687371,https://i.ebayimg.com/images/g/PGgAAOSwd~pmZQHA/s-l140.jpg
Apple iPhone 12 Blue- 128GB (Unlocked ),$250.00,https://www.ebay.com/itm/176505894651,https://i.ebayimg.com/images/g/HNIAAOSwqmVmAMek/s-l140.jpg
Apple iPhone 13 - 128 GB - Midnight/Black (Unlocked) Smartphone Clean ESN,$349.99,https://www.ebay.com/itm/296618680302,https://i.ebayimg.com/images/g/Rg0AAOSwkelmtDQj/s-l140.jpg
Apple iPhone 13 - 128 GB - Red (unlocked),$352.00,https://www.ebay.com/itm/156337178448,https://i.ebayimg.com/images/g/dl8AAOSwYKdmrsEa/s-l140.jpg
"Apple iPhone 13 - 128 GB UNLOCKED ( Network, Carrier, Cloud, SIM )",$390.00,https://www.ebay.com/itm/276579678660,https://i.ebayimg.com/images/g/kX0AAOSwGTBmpW5a/s-l140.jpg
iPhone 13 - 256GB - Unlocked ML9E3LL/A,$385.00,https://www.ebay.com/itm/126607916409,https://i.ebayimg.com/images/g/AtIAAOSwY01mrknS/s-l140.jpg
Apple iPhone 13 - 128 GB - Midnight (Unlocked),$345.00,https://www.ebay.com/itm/355928930103,https://i.ebayimg.com/images/g/eYQAAOSwGBFmsOvr/s-l140.jpg
Apple iPhone 13 - 128 GB - Midnight (Unlocked),$320.00,https://www.ebay.com/itm/355928871668,https://i.ebayimg.com/images/g/i-AAAOSw~zNmsOPH/s-l140.jpg
Apple iPhone 13 / 128 GB / Midnight (Unlocked) / Excellent Condition,$395.00,https://www.ebay.com/itm/335523248962,https://i.ebayimg.com/images/g/imEAAOSwIy1mh5pn/s-l140.jpg
Red Apple iPhone 13 -128 GB (Unlocked). OPEN BOX- gently used. Bright red!,$344.97,https://www.ebay.com/itm/355937726222,https://i.ebayimg.com/images/g/IUAAAOSwSyRmtPGK/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$335.00,https://www.ebay.com/itm/176498305587,https://i.ebayimg.com/images/g/XSQAAOSwdJZmmx1F/s-l140.jpg
Apple iPhone 13 - 128 GB - Pink (unlocked.),$320.00,https://www.ebay.com/itm/315649068344,https://i.ebayimg.com/images/g/ea0AAOSwoERmtmuv/s-l140.jpg
Apple iPhone 13 - 128 GB - Starlight,$295.00,https://www.ebay.com/itm/156347043462,https://i.ebayimg.com/images/g/CwAAAOSwKS9mtkEm/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$335.00,https://www.ebay.com/itm/276586026340,https://i.ebayimg.com/images/g/ZE8AAOSw5DJmtNtZ/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$335.00,https://www.ebay.com/itm/276586023035,https://i.ebayimg.com/images/g/FLEAAOSwMi1mtNp-/s-l140.jpg
Apple iPhone 13 - 128GB - Starlight (Unlocked) *Smashed*,$268.60,https://www.ebay.com/itm/296607130136,https://i.ebayimg.com/images/g/89IAAOSwwhZmrKYm/s-l140.jpg
Pre-Owned Apple iPhone 13 128GB Unlocked - Blue,$361.00,https://www.ebay.com/itm/176512685185,https://i.ebayimg.com/images/g/5P4AAOSw6e1mtB56/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked),$377.00,https://www.ebay.com/itm/156333625355,https://i.ebayimg.com/images/g/2ugAAOSwFEJmrCk4/s-l140.jpg
iPhone 13 Unlocked 128GB Blue,$290.00,https://www.ebay.com/itm/176513622837,https://i.ebayimg.com/images/g/9NcAAOSwbvVmnWPh/s-l140.jpg
Apple iPhone 13 - 128 GB - Pink (Unlocked),$325.00,https://www.ebay.com/itm/186620429593,https://i.ebayimg.com/images/g/nu0AAOSwfDtmtS-h/s-l140.jpg
Apple iPhone 13 - 128 GB - Blue (Unlocked) (CA),$250.76,https://www.ebay.com/itm/375572395059,https://i.ebayimg.com/images/g/q-IAAOSwuVJmmXWS/s-l140.jpg
Apple iPhone 13 - 128 GB - Midnight (Unlocked),$290.00,https://www.ebay.com/itm/355936337252,https://i.ebayimg.com/images/g/g5IAAOSwcSRmtGP9/s-l140.jpg
